Port,Plant,Cargo,Vessel_Size,Weather,Labor_Action,Rake_Type,Multi_Port_Discharge,Port_Congestion_Index,Rake_Demand,Rake_Availability,Yard_Capacity,Yard_Usage,Vessel_Queue,Date,Delay_Hours,Delay_Severity,High_Risk,Route_Recommendation
Haldia,Tata_Steel_Kalinganagar,Iron_Ore,Handymax,Rain,Low,GPWIS,0,10,21,39,35,74,14,2021-03-04,55.48145795370246,2,1,Recommend: Divert to alternative safe Port
Haldia,Tata_Steel_Kalinganagar,Iron_Ore,Panamax,Rain,Low,Standard_IR,1,9,17,42,97,96,13,2021-03-04,136.1565151436242,2,1,Recommend: Rake priority swap or Coastal Barge routing
Haldia,JSW_Vijayanagar,Iron_Ore,Panamax,Clear,Low,Captive,1,10,20,47,65,58,0,2021-03-05,54.695356591893486,2,1,Recommend: Transshipment away from congested port
Haldia,Tata_Steel_Kalinganagar,Coking_Coal,Capesize,Clear,Low,Standard_IR,0,7,28,19,70,39,6,2021-03-05,57.99550206941154,2,1,Recommend: Rake priority swap or Coastal Barge routing
Haldia,JSW_Vijayanagar,Coking_Coal,Panamax,Rain,Medium,Standard_IR,0,7,12,49,22,22,11,2021-03-05,87.88918102948902,2,1,Recommend: Rake priority swap or Coastal Barge routing
Gangavaram,JSW_Vijayanagar,Iron_Ore,Capesize,Clear,Low,GPWIS,0,8,17,46,74,84,12,2021-03-06,70.72774559206229,2,1,Recommend: Transshipment away from congested port
Vizag,Tata_Steel_Kalinganagar,Coking_Coal,Panamax,Clear,Medium,GPWIS,0,8,35,7,45,72,1,2021-03-06,63.46943074526357,2,1,Recommend: Transshipment away from congested port
Haldia,Tata_Steel_Kalinganagar,Limestone,Panamax,Clear,Low,Captive,0,9,32,35,95,80,8,2021-03-07,53.24587135792483,2,1,Recommend: Transshipment away from congested port
Paradip,Vizag_Steel,Coking_Coal,Handymax,Clear,Low,Standard_IR,0,2,19,45,50,44,8,2021-03-07,51.174082997429004,2,1,Recommend: Rake priority swap or Coastal Barge routing
Paradip,JSW_Vijayanagar,Iron_Ore,Panamax,Cyclone,Low,GPWIS,0,8,27,46,91,20,6,2021-03-08,100.93457981011514,2,1,Recommend: Divert to alternative safe Port
Paradip,Tata_Steel_Kalinganagar,Limestone,Panamax,Clear,Low,Captive,0,8,21,27,38,58,1,2021-03-08,48.828353142838466,2,1,Recommend: Transshipment away from congested port
Gangavaram,Tata_Steel_Kalinganagar,Limestone,Panamax,Rain,Low,Standard_IR,0,5,35,12,34,30,3,2021-03-09,72.39657077183864,2,1,Recommend: Rake priority swap or Coastal Barge routing
Paradip,Vizag_Steel,Iron_Ore,Panamax,Clear,Low,Standard_IR,0,4,20,25,77,56,1,2021-03-09,21.481529777430495,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,Tata_Steel_Kalinganagar,Iron_Ore,Panamax,Clear,Low,GPWIS,0,5,48,16,87,49,4,2021-03-09,10.885190570780127,0,0,Action: Normal secure operations
Haldia,Vizag_Steel,Limestone,Panamax,Rain,Low,Standard_IR,0,5,19,25,97,12,1,2021-03-10,52.12250205788412,2,1,Recommend: Rake priority swap or Coastal Barge routing
Dhamra,SAIL_Rourkela,Limestone,Panamax,Rain,High,Standard_IR,0,2,12,36,49,39,9,2021-03-10,90.20207285993305,2,1,Recommend: Rake priority swap or Coastal Barge routing
Paradip,JSW_Vijayanagar,Iron_Ore,Handymax,Cyclone,Medium,Captive,1,2,16,21,67,97,7,2021-03-11,107.98478587729048,2,1,Recommend: Divert to alternative safe Port
Gangavaram,SAIL_Rourkela,Limestone,Capesize,Clear,Low,GPWIS,0,5,13,41,75,76,4,2021-03-11,37.66068594278698,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Gangavaram,Tata_Steel_Kalinganagar,Coking_Coal,Handymax,Clear,Medium,Captive,0,3,49,28,61,71,7,2021-03-12,51.23435881081298,2,1,Recommend: Expedite alternative multi-modal transport via truck
Paradip,Vizag_Steel,Iron_Ore,Handymax,Clear,Low,Standard_IR,1,1,17,12,43,46,1,2021-03-12,56.09835412833159,2,1,Recommend: Rake priority swap or Coastal Barge routing
Dhamra,Vizag_Steel,Coking_Coal,Panamax,Clear,Low,Standard_IR,0,9,47,22,71,31,1,2021-03-12,56.75245284366359,2,1,Recommend: Rake priority swap or Coastal Barge routing
Gangavaram,Vizag_Steel,Limestone,Panamax,Clear,Low,Standard_IR,0,10,21,14,53,55,10,2021-03-13,82.47296590791693,2,1,Recommend: Rake priority swap or Coastal Barge routing
Paradip,SAIL_Rourkela,Iron_Ore,Panamax,Clear,Low,Standard_IR,0,2,22,15,62,40,10,2021-03-13,30.301876684961037,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,Tata_Steel_Kalinganagar,Limestone,Handymax,Clear,Low,Standard_IR,0,2,44,30,79,85,2,2021-03-14,14.242656869499879,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,Vizag_Steel,Limestone,Panamax,Clear,Low,Standard_IR,0,4,47,10,22,54,10,2021-03-14,41.98104746735632,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Gangavaram,SAIL_Rourkela,Iron_Ore,Panamax,Rain,Low,Standard_IR,0,2,45,21,87,23,9,2021-03-15,64.96406748432493,2,1,Recommend: Rake priority swap or Coastal Barge routing
Paradip,Tata_Steel_Kalinganagar,Coking_Coal,Capesize,Rain,Low,Standard_IR,0,7,11,27,30,21,7,2021-03-15,73.09613289446344,2,1,Recommend: Rake priority swap or Coastal Barge routing
Haldia,SAIL_Rourkela,Coking_Coal,Capesize,Clear,Low,GPWIS,0,10,24,46,32,72,14,2021-03-16,45.50920872814283,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,Vizag_Steel,Iron_Ore,Panamax,Clear,Low,Standard_IR,0,1,43,41,69,86,7,2021-03-16,40.59941820915728,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,SAIL_Rourkela,Iron_Ore,Panamax,Rain,Low,Standard_IR,0,2,48,32,38,97,2,2021-03-16,29.039804785005362,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,JSW_Vijayanagar,Coking_Coal,Handymax,Rain,Low,Standard_IR,0,2,14,16,52,56,6,2021-03-17,53.37409898298472,2,1,Recommend: Rake priority swap or Coastal Barge routing
Vizag,SAIL_Rourkela,Coking_Coal,Panamax,Clear,Low,Captive,0,5,35,20,63,47,0,2021-03-17,39.78078766274396,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,Vizag_Steel,Coking_Coal,Panamax,Rain,Low,Standard_IR,0,9,34,25,57,63,3,2021-03-18,65.92404719639552,2,1,Recommend: Rake priority swap or Coastal Barge routing
Vizag,Vizag_Steel,Coking_Coal,Panamax,Clear,Low,GPWIS,0,4,43,28,22,64,2,2021-03-18,23.71965875353679,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Gangavaram,SAIL_Rourkela,Iron_Ore,Capesize,Rain,Low,Standard_IR,0,9,13,32,84,57,4,2021-03-19,117.7224525338865,2,1,Recommend: Rake priority swap or Coastal Barge routing
Paradip,JSW_Vijayanagar,Iron_Ore,Handymax,Clear,Medium,GPWIS,1,1,43,41,54,82,11,2021-03-19,76.0951949835106,2,1,Recommend: Expedite alternative multi-modal transport via truck
Dhamra,Vizag_Steel,Limestone,Panamax,Clear,High,Standard_IR,1,1,36,25,55,81,5,2021-03-19,96.58567322886395,2,1,Recommend: Rake priority swap or Coastal Barge routing
Paradip,Tata_Steel_Kalinganagar,Coking_Coal,Panamax,Clear,Medium,Standard_IR,0,1,38,37,57,24,13,2021-03-20,44.271802248844025,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,SAIL_Rourkela,Limestone,Panamax,Clear,Low,GPWIS,0,4,14,6,58,80,0,2021-03-20,16.62328052370576,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,Tata_Steel_Kalinganagar,Iron_Ore,Capesize,Clear,High,Standard_IR,1,8,13,23,83,25,11,2021-03-21,154.83087627792906,2,1,Recommend: Rake priority swap or Coastal Barge routing
Gangavaram,Vizag_Steel,Iron_Ore,Handymax,Rain,Low,GPWIS,0,9,27,41,44,97,11,2021-03-21,80.82449820732128,2,1,Recommend: Divert to alternative safe Port
Vizag,Vizag_Steel,Limestone,Panamax,Clear,Low,Captive,0,7,10,32,32,97,8,2021-03-22,32.767513387176585,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,Tata_Steel_Kalinganagar,Coking_Coal,Panamax,Clear,Low,GPWIS,0,1,29,19,87,52,5,2021-03-22,8.040397665326092,0,0,Action: Normal secure operations
Haldia,SAIL_Rourkela,Coking_Coal,Handymax,Rain,Low,Standard_IR,0,3,15,5,89,16,2,2021-03-23,34.3656961967875,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Dhamra,Vizag_Steel,Coking_Coal,Panamax,Rain,Low,Captive,0,9,29,47,94,52,0,2021-03-23,59.09503184892346,2,1,Recommend: Divert to alternative safe Port
Paradip,Vizag_Steel,Coking_Coal,Panamax,Rain,High,GPWIS,0,9,29,32,20,37,12,2021-03-23,95.85931697017081,2,1,Recommend: Divert to alternative safe Port
Paradip,JSW_Vijayanagar,Limestone,Handymax,Clear,Low,Standard_IR,0,5,36,39,91,75,8,2021-03-24,36.58722856129488,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Gangavaram,SAIL_Rourkela,Limestone,Handymax,Clear,Low,Standard_IR,0,6,35,36,73,69,1,2021-03-24,53.01281483534133,2,1,Recommend: Rake priority swap or Coastal Barge routing
Vizag,Tata_Steel_Kalinganagar,Iron_Ore,Capesize,Clear,Low,Standard_IR,0,6,41,32,28,12,13,2021-03-25,71.3642115091049,2,1,Recommend: Rake priority swap or Coastal Barge routing
Dhamra,Vizag_Steel,Coking_Coal,Handymax,Clear,Low,Standard_IR,0,10,19,13,55,10,9,2021-03-25,73.25775507378718,2,1,Recommend: Rake priority swap or Coastal Barge routing
Vizag,Tata_Steel_Kalinganagar,Coking_Coal,Panamax,Clear,Low,Captive,0,1,21,8,78,65,5,2021-03-26,15.514115920065409,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,Vizag_Steel,Coking_Coal,Handymax,Clear,Low,GPWIS,0,4,27,28,56,40,5,2021-03-26,0.0,0,0,Action: Normal secure operations
Haldia,SAIL_Rourkela,Limestone,Panamax,Clear,Low,GPWIS,1,5,19,49,40,96,11,2021-03-27,32.38223853403227,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Gangavaram,JSW_Vijayanagar,Coking_Coal,Handymax,Rain,Low,Standard_IR,0,1,33,45,39,93,2,2021-03-27,44.45860852161711,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Gangavaram,JSW_Vijayanagar,Limestone,Panamax,Clear,Low,Standard_IR,0,1,33,7,20,89,10,2021-03-27,21.26288755127512,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,Vizag_Steel,Coking_Coal,Handymax,Clear,Low,Standard_IR,0,5,47,26,78,55,5,2021-03-28,66.8845280167991,2,1,Recommend: Rake priority swap or Coastal Barge routing
Dhamra,Tata_Steel_Kalinganagar,Coking_Coal,Handymax,Clear,Low,Standard_IR,0,5,34,44,47,41,13,2021-03-28,86.24315945781981,2,1,Recommend: Rake priority swap or Coastal Barge routing
Haldia,Vizag_Steel,Iron_Ore,Handymax,Rain,Low,Standard_IR,0,7,17,43,90,90,1,2021-03-29,32.85785387169576,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,Tata_Steel_Kalinganagar,Coking_Coal,Capesize,Rain,Low,Captive,0,2,23,29,75,27,7,2021-03-29,4.48735296693156,0,0,Action: Normal secure operations
Paradip,Tata_Steel_Kalinganagar,Limestone,Panamax,Cyclone,Low,GPWIS,0,10,25,24,55,32,5,2021-03-30,119.43572493297955,2,1,Recommend: Divert to alternative safe Port
Gangavaram,JSW_Vijayanagar,Coking_Coal,Handymax,Rain,Medium,Captive,0,6,40,26,28,77,12,2021-03-30,73.22913113517879,2,1,Recommend: Divert to alternative safe Port
Paradip,SAIL_Rourkela,Iron_Ore,Handymax,Clear,Medium,GPWIS,0,2,33,38,84,44,0,2021-03-30,30.7766800237492,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,JSW_Vijayanagar,Limestone,Capesize,Clear,Low,Standard_IR,0,5,29,40,53,88,13,2021-03-31,70.30852379877727,2,1,Recommend: Rake priority swap or Coastal Barge routing
Gangavaram,Vizag_Steel,Coking_Coal,Handymax,Clear,Low,Captive,0,4,47,41,51,22,0,2021-03-31,0.1867034357831603,0,0,Action: Normal secure operations
Dhamra,Tata_Steel_Kalinganagar,Limestone,Panamax,Cyclone,Low,Standard_IR,0,10,24,43,85,87,8,2021-04-01,156.17052077831258,2,1,Recommend: Rake priority swap or Coastal Barge routing
Gangavaram,SAIL_Rourkela,Coking_Coal,Handymax,Clear,Low,Standard_IR,0,5,23,31,44,23,12,2021-04-01,46.45062639413061,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,Vizag_Steel,Iron_Ore,Panamax,Clear,Low,Captive,0,8,43,46,82,14,8,2021-04-02,37.18937274079686,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,Vizag_Steel,Iron_Ore,Panamax,Clear,High,Captive,0,2,21,36,70,46,12,2021-04-02,70.9293033332766,2,1,Recommend: Expedite alternative multi-modal transport via truck
Gangavaram,Vizag_Steel,Iron_Ore,Panamax,Clear,Low,Standard_IR,1,3,14,36,40,13,8,2021-04-03,54.88142995543912,2,1,Recommend: Rake priority swap or Coastal Barge routing
Gangavaram,JSW_Vijayanagar,Coking_Coal,Panamax,Clear,High,Captive,0,8,17,33,64,31,5,2021-04-03,93.03508385583028,2,1,Recommend: Transshipment away from congested port
Haldia,Tata_Steel_Kalinganagar,Iron_Ore,Panamax,Rain,Low,Captive,0,6,28,45,45,37,5,2021-04-03,71.32602191005503,2,1,Recommend: Divert to alternative safe Port
Vizag,SAIL_Rourkela,Coking_Coal,Handymax,Clear,Low,Captive,1,4,36,28,70,59,13,2021-04-04,46.469464309456974,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Gangavaram,Tata_Steel_Kalinganagar,Coking_Coal,Panamax,Clear,Low,Standard_IR,0,1,22,7,43,38,4,2021-04-04,55.39309652896475,2,1,Recommend: Rake priority swap or Coastal Barge routing
Gangavaram,SAIL_Rourkela,Iron_Ore,Handymax,Clear,Low,Standard_IR,0,9,41,31,31,46,8,2021-04-05,93.97593873995598,2,1,Recommend: Rake priority swap or Coastal Barge routing
Haldia,Vizag_Steel,Limestone,Panamax,Clear,Low,Standard_IR,0,10,40,13,30,44,4,2021-04-05,82.27547484004468,2,1,Recommend: Rake priority swap or Coastal Barge routing
Haldia,SAIL_Rourkela,Limestone,Capesize,Clear,Low,Standard_IR,0,5,46,44,46,29,13,2021-04-06,44.08722099656501,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,JSW_Vijayanagar,Coking_Coal,Capesize,Clear,Low,Captive,0,8,11,27,42,44,13,2021-04-06,97.45378294989602,2,1,Recommend: Transshipment away from congested port
Paradip,SAIL_Rourkela,Coking_Coal,Capesize,Clear,Low,GPWIS,0,3,16,11,52,93,3,2021-04-06,15.687615443061787,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,Tata_Steel_Kalinganagar,Limestone,Panamax,Rain,Low,Captive,1,4,20,21,99,11,1,2021-04-07,13.669396720709116,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,SAIL_Rourkela,Iron_Ore,Panamax,Clear,Low,Captive,0,4,20,41,57,67,1,2021-04-07,27.205215844992303,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Gangavaram,SAIL_Rourkela,Limestone,Handymax,Clear,Low,Standard_IR,0,8,32,11,74,27,14,2021-04-08,50.60703943695198,2,1,Recommend: Rake priority swap or Coastal Barge routing
Haldia,JSW_Vijayanagar,Limestone,Panamax,Clear,Low,Standard_IR,1,9,40,34,89,65,12,2021-04-08,94.71374937598003,2,1,Recommend: Rake priority swap or Coastal Barge routing
Paradip,SAIL_Rourkela,Limestone,Panamax,Clear,Low,GPWIS,0,3,17,17,61,73,0,2021-04-09,0.0,0,0,Action: Normal secure operations
Paradip,SAIL_Rourkela,Limestone,Panamax,Rain,Low,GPWIS,1,7,41,22,48,61,9,2021-04-09,69.4489522842688,2,1,Recommend: Divert to alternative safe Port
Vizag,Vizag_Steel,Coking_Coal,Handymax,Clear,Low,Standard_IR,0,2,40,26,76,69,2,2021-04-10,21.088156428770667,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,Vizag_Steel,Coking_Coal,Panamax,Cyclone,Low,GPWIS,0,9,30,35,53,31,13,2021-04-10,98.14115911498344,2,1,Recommend: Divert to alternative safe Port
Gangavaram,Tata_Steel_Kalinganagar,Iron_Ore,Panamax,Rain,Low,Standard_IR,0,4,10,18,22,19,0,2021-04-10,36.147867263093076,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,Vizag_Steel,Iron_Ore,Handymax,Clear,Medium,Standard_IR,0,8,20,39,67,89,5,2021-04-11,77.71569176700645,2,1,Recommend: Rake priority swap or Coastal Barge routing
Haldia,Vizag_Steel,Iron_Ore,Capesize,Clear,Low,Standard_IR,0,3,22,22,25,93,12,2021-04-11,38.078953730675345,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,Vizag_Steel,Limestone,Capesize,Clear,Low,Captive,0,9,13,23,32,90,10,2021-04-12,79.21763343452554,2,1,Recommend: Transshipment away from congested port
Paradip,Vizag_Steel,Iron_Ore,Panamax,Clear,Low,GPWIS,0,4,38,21,83,15,13,2021-04-12,24.1545665672977,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,JSW_Vijayanagar,Coking_Coal,Panamax,Clear,Medium,GPWIS,0,1,45,35,55,15,12,2021-04-13,23.302055508617585,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,Vizag_Steel,Coking_Coal,Panamax,Rain,Low,Captive,0,1,24,43,98,95,6,2021-04-13,38.58574014720005,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,JSW_Vijayanagar,Iron_Ore,Handymax,Clear,Medium,Standard_IR,0,4,12,40,89,91,8,2021-04-13,65.9733151504118,2,1,Recommend: Rake priority swap or Coastal Barge routing
Paradip,JSW_Vijayanagar,Iron_Ore,Panamax,Rain,Low,Standard_IR,1,3,38,19,52,37,13,2021-04-14,44.331932478256604,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,Vizag_Steel,Limestone,Capesize,Rain,Low,Standard_IR,0,3,30,33,95,51,6,2021-04-14,52.63244609688838,2,1,Recommend: Rake priority swap or Coastal Barge routing
Dhamra,SAIL_Rourkela,Limestone,Panamax,Clear,High,Captive,0,10,11,44,76,83,3,2021-04-15,80.37422734787356,2,1,Recommend: Transshipment away from congested port
Dhamra,JSW_Vijayanagar,Iron_Ore,Panamax,Clear,Low,GPWIS,1,2,15,20,74,50,13,2021-04-15,0.0,0,0,Action: Normal secure operations
Paradip,SAIL_Rourkela,Coking_Coal,Handymax,Cyclone,Low,Standard_IR,0,10,33,29,70,31,7,2021-04-16,129.1226677142881,2,1,Recommend: Rake priority swap or Coastal Barge routing
Gangavaram,SAIL_Rourkela,Coking_Coal,Handymax,Clear,Low,GPWIS,1,10,40,37,32,72,3,2021-04-16,38.88313418868392,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,Vizag_Steel,Coking_Coal,Capesize,Clear,Low,Standard_IR,0,2,49,20,72,88,3,2021-04-17,34.961067823883134,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Gangavaram,Tata_Steel_Kalinganagar,Iron_Ore,Panamax,Clear,Low,GPWIS,0,8,26,34,55,38,0,2021-04-17,29.005833482137078,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Gangavaram,Vizag_Steel,Coking_Coal,Panamax,Clear,Low,Standard_IR,0,1,14,38,24,80,8,2021-04-17,52.757356778372994,2,1,Recommend: Rake priority swap or Coastal Barge routing
Gangavaram,Tata_Steel_Kalinganagar,Limestone,Handymax,Clear,Low,Standard_IR,0,8,11,6,44,43,2,2021-04-18,91.3441892150968,2,1,Recommend: Rake priority swap or Coastal Barge routing
Haldia,Tata_Steel_Kalinganagar,Limestone,Panamax,Clear,Low,Captive,0,10,21,44,56,11,13,2021-04-18,65.26062905381576,2,1,Recommend: Transshipment away from congested port
Haldia,Vizag_Steel,Limestone,Panamax,Clear,Low,Captive,0,2,29,47,54,84,8,2021-04-19,4.451986226537446,0,0,Action: Normal secure operations
Paradip,Vizag_Steel,Iron_Ore,Capesize,Clear,Low,Standard_IR,1,3,14,48,38,35,0,2021-04-19,65.14981805416164,2,1,Recommend: Rake priority swap or Coastal Barge routing
Paradip,Vizag_Steel,Coking_Coal,Panamax,Clear,Medium,Standard_IR,0,5,10,22,73,28,10,2021-04-20,39.65013296326589,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,Tata_Steel_Kalinganagar,Coking_Coal,Panamax,Clear,Low,Standard_IR,0,5,15,9,65,29,13,2021-04-20,72.87043369716534,2,1,Recommend: Rake priority swap or Coastal Barge routing
Gangavaram,Tata_Steel_Kalinganagar,Iron_Ore,Handymax,Clear,Low,Standard_IR,1,9,17,42,53,98,10,2021-04-20,93.56582251509587,2,1,Recommend: Rake priority swap or Coastal Barge routing
Haldia,SAIL_Rourkela,Coking_Coal,Panamax,Clear,Low,Captive,0,6,20,44,25,42,14,2021-04-21,41.560099474645824,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Gangavaram,Vizag_Steel,Limestone,Capesize,Clear,Low,Captive,1,4,12,10,20,90,12,2021-04-21,33.705932736766194,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,SAIL_Rourkela,Iron_Ore,Panamax,Clear,Low,GPWIS,0,7,40,16,90,91,9,2021-04-22,51.96321854610369,2,1,Recommend: Expedite alternative multi-modal transport via truck
Gangavaram,JSW_Vijayanagar,Coking_Coal,Capesize,Clear,Low,GPWIS,0,7,37,16,53,13,13,2021-04-22,37.88559285138531,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,SAIL_Rourkela,Iron_Ore,Panamax,Clear,Medium,Standard_IR,1,9,14,16,75,41,9,2021-04-23,90.66130846654585,2,1,Recommend: Rake priority swap or Coastal Barge routing
Dhamra,SAIL_Rourkela,Coking_Coal,Handymax,Clear,Low,Standard_IR,0,6,35,13,45,28,4,2021-04-23,43.01917251729756,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,Vizag_Steel,Iron_Ore,Capesize,Clear,Low,Captive,1,10,37,20,45,47,13,2021-04-24,80.53256079065793,2,1,Recommend: Transshipment away from congested port
Vizag,SAIL_Rourkela,Limestone,Handymax,Clear,Low,GPWIS,1,9,40,26,57,70,14,2021-04-24,76.23493837738128,2,1,Recommend: Transshipment away from congested port
Vizag,Tata_Steel_Kalinganagar,Limestone,Panamax,Clear,Medium,Captive,0,1,25,46,61,12,11,2021-04-24,16.569356144405972,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Gangavaram,Tata_Steel_Kalinganagar,Limestone,Panamax,Rain,Low,Captive,0,9,16,8,78,15,8,2021-04-25,87.61245898237317,2,1,Recommend: Divert to alternative safe Port
Dhamra,JSW_Vijayanagar,Limestone,Panamax,Rain,Low,Captive,0,5,47,7,43,65,2,2021-04-25,92.55780292074436,2,1,Recommend: Divert to alternative safe Port
Paradip,Vizag_Steel,Iron_Ore,Panamax,Rain,Low,GPWIS,0,7,18,20,40,49,5,2021-04-26,22.992963927351582,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,JSW_Vijayanagar,Coking_Coal,Handymax,Rain,Low,Standard_IR,0,1,48,18,79,90,10,2021-04-26,62.10511911915816,2,1,Recommend: Rake priority swap or Coastal Barge routing
Paradip,SAIL_Rourkela,Limestone,Panamax,Clear,Low,GPWIS,0,4,44,45,39,78,11,2021-04-27,21.49546651998364,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,Vizag_Steel,Iron_Ore,Panamax,Clear,Medium,Standard_IR,0,10,36,42,25,92,10,2021-04-27,57.09133769191553,2,1,Recommend: Rake priority swap or Coastal Barge routing
Paradip,Vizag_Steel,Limestone,Handymax,Clear,Medium,Standard_IR,0,4,21,8,86,51,11,2021-04-27,87.65166162302687,2,1,Recommend: Rake priority swap or Coastal Barge routing
Haldia,Vizag_Steel,Limestone,Handymax,Clear,Low,Standard_IR,0,6,38,14,31,97,4,2021-04-28,49.219421333546116,2,1,Recommend: Rake priority swap or Coastal Barge routing
